what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755644418
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755662735
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755671231
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755679594
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755690288
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755730910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755749074
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755757518
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755761866
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580755992421
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756006127
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756073004
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756084955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756093506
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756101572
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756290645
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756332527
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580756339644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757027845
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757084477
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1580757161101
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757206080
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.showInformation",1580757206104
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757235619
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757237175
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757241674
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757245655
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757250067
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757257173
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757268135
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757275766
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757337559
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757347973
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757391937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757410809
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757450838
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757456124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757545825
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757552965
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757588476
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757604140
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757640409
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757655123
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757710794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757732192
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757777941
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757800653
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757864973
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757877443
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757918673
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1580757935512
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1580757938017
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757940545
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757974751
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757977586
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757978683
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580757993268
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758031996
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758048892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758105006
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758136322
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758137171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758168286
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758168920
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1580758217988
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1580758218850
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758238120
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580758257030
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1580758361698
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1580758361946
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1580758365705
