what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1580156260604
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1580156260605
os,sysinfo,,,"win32",1580156260606
arch,sysinfo,,,"x86",1580156260606
ws,sysinfo,,,"win32",1580156260606
locale,sysinfo,,,"en_US",1580156260606
processors,sysinfo,,,"4",1580156260606
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1580156260606
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1580156260606
java.specification.name,sysinfo,,,"Java Platform API Specification",1580156260606
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1580156260606
java.specification.version,sysinfo,,,"1.6",1580156260606
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1580156260606
java.version,sysinfo,,,"1.6.0_20",1580156260606
java.vm.info,sysinfo,,,"mixed mode",1580156260606
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1580156260606
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1580156260606
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1580156260606
java.vm.specification.version,sysinfo,,,"1.0",1580156260606
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1580156260606
java.vm.version,sysinfo,,,"16.3-b01",1580156260606
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580156261754
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1580156261790
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1580156262683
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1580156262718
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1580156262722
started,bundle,org.eclipse.cdt.launch,6.1.0.201006141710,"org.eclipse.cdt.launch",1580156262886
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201006141710,"org.eclipse.cdt.debug.mi.ui",1580156263232
started,bundle,org.eclipse.cdt.dsf,2.1.0.201006141710,"org.eclipse.cdt.dsf",1580156263238
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201006141710,"org.eclipse.cdt.dsf.gdb",1580156263239
